id, order, scheduledStopPointRef, forAlighting, forBoarding, journeyPatternRef
113041924236556600_16,17,113041924236556600_16,1,1,113041924236556600
113041924236556600_17,18,113041924236556600_17,1,1,113041924236556600
113041924236556600_18,19,113041924236556600_18,1,1,113041924236556600
113041924236556600_19,20,113041924236556600_19,1,1,113041924236556600
113041924236556600_20,21,113041924236556600_20,1,1,113041924236556600
113041924236556600_21,22,113041924236556600_21,1,1,113041924236556600
113041924236556600_22,23,113041924236556600_22,1,1,113041924236556600
113041924236556600_23,24,113041924236556600_23,1,1,113041924236556600
113041924236556600_24,25,113041924236556600_24,1,1,113041924236556600
113041924236556600_25,26,113041924236556600_25,1,1,113041924236556600
113041924236556600_26,27,113041924236556600_26,1,1,113041924236556600
113041924236556600_27,28,113041924236556600_27,1,1,113041924236556600
113041924236556600_28,29,113041924236556600_28,1,1,113041924236556600
113041924236556600_29,30,113041924236556600_29,1,1,113041924236556600
113041924236556600_30,31,113041924236556600_30,1,1,113041924236556600
113041924236556600_31,32,113041924236556600_31,1,1,113041924236556600
113041924236556600_32,33,113041924236556600_32,1,1,113041924236556600
113041924236556600_33,34,113041924236556600_33,1,1,113041924236556600
113041924236556600_34,35,113041924236556600_34,1,1,113041924236556600
113041990236556600_1,2,113041990236556600_1,1,1,113041990236556600
113041990236556600_2,3,113041990236556600_2,1,1,113041990236556600
113041990236556600_3,4,113041990236556600_3,1,2,113041990236556600
113042007236556600_1,2,113042007236556600_1,1,1,113042007236556600
113042007236556600_2,3,113042007236556600_2,1,1,113042007236556600
113042007236556600_3,4,113042007236556600_3,1,1,113042007236556600
113042007236556600_4,5,113042007236556600_4,1,1,113042007236556600
113042007236556600_5,6,113042007236556600_5,1,1,113042007236556600
113042007236556600_6,7,113042007236556600_6,1,1,113042007236556600
113042007236556600_7,8,113042007236556600_7,1,1,113042007236556600
113042007236556600_8,9,113042007236556600_8,1,1,113042007236556600
113042007236556600_9,10,113042007236556600_9,1,1,113042007236556600
113042007236556600_10,11,113042007236556600_10,1,1,113042007236556600
113042007236556600_11,12,113042007236556600_11,1,1,113042007236556600
113042007236556600_12,13,113042007236556600_12,1,1,113042007236556600
113042007236556600_13,14,113042007236556600_13,1,1,113042007236556600
113042007236556600_14,15,113042007236556600_14,1,1,113042007236556600
113042007236556600_15,16,113042007236556600_15,1,1,113042007236556600
113042007236556600_16,17,113042007236556600_16,1,1,113042007236556600
113042007236556600_17,18,113042007236556600_17,1,2,113042007236556600
113042064236556600_1,2,113042064236556600_1,2,1,113042064236556600
113042064236556600_2,3,113042064236556600_2,1,1,113042064236556600
113042064236556600_3,4,113042064236556600_3,1,1,113042064236556600
113042064236556600_4,5,113042064236556600_4,1,1,113042064236556600
113042064236556600_5,6,113042064236556600_5,1,1,113042064236556600
113042064236556600_6,7,113042064236556600_6,1,1,113042064236556600
113042064236556600_7,8,113042064236556600_7,1,1,113042064236556600
113042064236556600_8,9,113042064236556600_8,1,1,113042064236556600
113042064236556600_9,10,113042064236556600_9,1,1,113042064236556600
113042064236556600_10,11,113042064236556600_10,1,1,113042064236556600
113042064236556600_11,12,113042064236556600_11,1,1,113042064236556600
113042064236556600_12,13,113042064236556600_12,1,1,113042064236556600
113042064236556600_13,14,113042064236556600_13,1,1,113042064236556600
113042064236556600_14,15,113042064236556600_14,1,1,113042064236556600
113042064236556600_15,16,113042064236556600_15,1,1,113042064236556600
113042064236556600_16,17,113042064236556600_16,1,1,113042064236556600
113042064236556600_17,18,113042064236556600_17,1,1,113042064236556600
113070574236567500_1,2,113070574236567500_1,2,1,113070574236567500
113070574236567500_2,3,113070574236567500_2,1,1,113070574236567500
113070574236567500_3,4,113070574236567500_3,1,1,113070574236567500
113070574236567500_4,5,113070574236567500_4,1,1,113070574236567500
113070574236567500_5,6,113070574236567500_5,1,1,113070574236567500
113070574236567500_6,7,113070574236567500_6,1,1,113070574236567500
113070574236567500_7,8,113070574236567500_7,1,1,113070574236567500
113070574236567500_8,9,113070574236567500_8,1,1,113070574236567500
113070574236567500_9,10,113070574236567500_9,1,1,113070574236567500
113041827236556600_1,2,113041827236556600_1,1,1,113041827236556600
113041827236556600_2,3,113041827236556600_2,1,1,113041827236556600
113041827236556600_3,4,113041827236556600_3,1,1,113041827236556600
113041827236556600_4,5,113041827236556600_4,1,1,113041827236556600
113041827236556600_5,6,113041827236556600_5,1,1,113041827236556600
113041827236556600_6,7,113041827236556600_6,1,1,113041827236556600
113041827236556600_7,8,113041827236556600_7,1,1,113041827236556600
113041827236556600_8,9,113041827236556600_8,1,1,113041827236556600
113041827236556600_9,10,113041827236556600_9,1,1,113041827236556600
113041827236556600_10,11,113041827236556600_10,1,1,113041827236556600
113041827236556600_11,12,113041827236556600_11,1,1,113041827236556600
113041827236556600_12,13,113041827236556600_12,1,1,113041827236556600
113041827236556600_13,14,113041827236556600_13,1,1,113041827236556600
113041827236556600_14,15,113041827236556600_14,1,1,113041827236556600
113041827236556600_15,16,113041827236556600_15,1,1,113041827236556600
113041827236556600_16,17,113041827236556600_16,1,1,113041827236556600
113041827236556600_17,18,113041827236556600_17,1,1,113041827236556600
113041827236556600_18,19,113041827236556600_18,1,1,113041827236556600
113041827236556600_19,20,113041827236556600_19,1,1,113041827236556600
113041827236556600_20,21,113041827236556600_20,1,1,113041827236556600
113041827236556600_21,22,113041827236556600_21,1,1,113041827236556600
113041827236556600_22,23,113041827236556600_22,1,1,113041827236556600
113041827236556600_23,24,113041827236556600_23,1,1,113041827236556600
113041827236556600_24,25,113041827236556600_24,1,1,113041827236556600
113041827236556600_25,26,113041827236556600_25,1,1,113041827236556600
113041827236556600_26,27,113041827236556600_26,1,1,113041827236556600
113041827236556600_27,28,113041827236556600_27,1,1,113041827236556600
113041827236556600_28,29,113041827236556600_28,1,1,113041827236556600
113041827236556600_29,30,113041827236556600_29,1,1,113041827236556600
113041827236556600_30,31,113041827236556600_30,1,1,113041827236556600
113041827236556600_31,32,113041827236556600_31,1,1,113041827236556600
113041827236556600_32,33,113041827236556600_32,1,1,113041827236556600
113041827236556600_33,34,113041827236556600_33,1,1,113041827236556600
113041827236556600_34,35,113041827236556600_34,1,1,113041827236556600
113041827236556600_35,36,113041827236556600_35,1,1,113041827236556600
113041827236556600_36,37,113041827236556600_36,1,1,113041827236556600
113041846236556600_1,2,113041846236556600_1,2,1,113041846236556600
113041846236556600_2,3,113041846236556600_2,1,1,113041846236556600
113041846236556600_3,4,113041846236556600_3,1,1,113041846236556600
113041846236556600_4,5,113041846236556600_4,1,1,113041846236556600
113041846236556600_5,6,113041846236556600_5,1,1,113041846236556600
113041846236556600_6,7,113041846236556600_6,1,1,113041846236556600
113041846236556600_7,8,113041846236556600_7,1,1,113041846236556600
113041846236556600_8,9,113041846236556600_8,1,1,113041846236556600
113041846236556600_9,10,113041846236556600_9,1,1,113041846236556600
113041846236556600_10,11,113041846236556600_10,1,1,113041846236556600
113041846236556600_11,12,113041846236556600_11,1,1,113041846236556600
113041846236556600_12,13,113041846236556600_12,1,1,113041846236556600
113041846236556600_13,14,113041846236556600_13,1,1,113041846236556600
113041846236556600_14,15,113041846236556600_14,1,1,113041846236556600
113041846236556600_15,16,113041846236556600_15,1,1,113041846236556600
113041846236556600_16,17,113041846236556600_16,1,1,113041846236556600
113041846236556600_17,18,113041846236556600_17,1,1,113041846236556600
113041846236556600_18,19,113041846236556600_18,1,1,113041846236556600
113041846236556600_19,20,113041846236556600_19,1,1,113041846236556600
113041846236556600_20,21,113041846236556600_20,1,1,113041846236556600
113041846236556600_21,22,113041846236556600_21,1,1,113041846236556600
113041846236556600_22,23,113041846236556600_22,1,1,113041846236556600
113041846236556600_23,24,113041846236556600_23,1,1,113041846236556600
113041846236556600_24,25,113041846236556600_24,1,1,113041846236556600
113041846236556600_25,26,113041846236556600_25,1,1,113041846236556600
113041846236556600_26,27,113041846236556600_26,1,1,113041846236556600
113041846236556600_27,28,113041846236556600_27,1,1,113041846236556600
113041846236556600_28,29,113041846236556600_28,1,1,113041846236556600
113041846236556600_29,30,113041846236556600_29,1,1,113041846236556600
113041846236556600_30,31,113041846236556600_30,1,1,113041846236556600
113041846236556600_31,32,113041846236556600_31,1,1,113041846236556600
113041846236556600_32,33,113041846236556600_32,1,1,113041846236556600
113041846236556600_33,34,113041846236556600_33,1,1,113041846236556600
113041846236556600_34,35,113041846236556600_34,1,1,113041846236556600
113041846236556600_35,36,113041846236556600_35,1,1,113041846236556600
113041846236556600_36,37,113041846236556600_36,1,1,113041846236556600
113041866236556600_1,2,113041866236556600_1,1,1,113041866236556600
113041866236556600_2,3,113041866236556600_2,1,1,113041866236556600
113041866236556600_3,4,113041866236556600_3,1,1,113041866236556600
113041866236556600_4,5,113041866236556600_4,1,1,113041866236556600
113041866236556600_5,6,113041866236556600_5,1,1,113041866236556600
113041866236556600_6,7,113041866236556600_6,1,1,113041866236556600
113041866236556600_7,8,113041866236556600_7,1,1,113041866236556600
113041866236556600_8,9,113041866236556600_8,1,1,113041866236556600
113041866236556600_9,10,113041866236556600_9,1,1,113041866236556600
113041866236556600_10,11,113041866236556600_10,1,1,113041866236556600
113041866236556600_11,12,113041866236556600_11,1,1,113041866236556600
113041866236556600_12,13,113041866236556600_12,1,1,113041866236556600
113041866236556600_13,14,113041866236556600_13,1,1,113041866236556600
113041866236556600_14,15,113041866236556600_14,1,1,113041866236556600
113041866236556600_15,16,113041866236556600_15,1,1,113041866236556600
113041866236556600_16,17,113041866236556600_16,1,2,113041866236556600
113041945236556600_1,2,113041945236556600_1,1,1,113041945236556600
113041945236556600_2,3,113041945236556600_2,1,1,113041945236556600
113041945236556600_3,4,113041945236556600_3,1,1,113041945236556600
113041945236556600_4,5,113041945236556600_4,1,1,113041945236556600
113041945236556600_5,6,113041945236556600_5,1,1,113041945236556600
113041945236556600_6,7,113041945236556600_6,1,1,113041945236556600
113041945236556600_7,8,113041945236556600_7,1,1,113041945236556600
113041945236556600_8,9,113041945236556600_8,1,1,113041945236556600
113041945236556600_9,10,113041945236556600_9,1,1,113041945236556600
113041945236556600_10,11,113041945236556600_10,1,1,113041945236556600
113041945236556600_11,12,113041945236556600_11,1,1,113041945236556600
113041945236556600_12,13,113041945236556600_12,1,1,113041945236556600
113041945236556600_13,14,113041945236556600_13,1,1,113041945236556600
113041945236556600_14,15,113041945236556600_14,1,1,113041945236556600
113041945236556600_15,16,113041945236556600_15,1,1,113041945236556600
113041945236556600_16,17,113041945236556600_16,1,1,113041945236556600
113041945236556600_17,18,113041945236556600_17,1,1,113041945236556600
113041945236556600_18,19,113041945236556600_18,1,1,113041945236556600
113041945236556600_19,20,113041945236556600_19,1,1,113041945236556600
113041945236556600_20,21,113041945236556600_20,1,1,113041945236556600
113041945236556600_21,22,113041945236556600_21,1,1,113041945236556600
113041945236556600_22,23,113041945236556600_22,1,1,113041945236556600
113041945236556600_23,24,113041945236556600_23,1,1,113041945236556600
113041945236556600_24,25,113041945236556600_24,1,1,113041945236556600
113041945236556600_25,26,113041945236556600_25,1,1,113041945236556600
113041945236556600_26,27,113041945236556600_26,1,1,113041945236556600
113041945236556600_27,28,113041945236556600_27,1,1,113041945236556600
113041945236556600_28,29,113041945236556600_28,1,1,113041945236556600
113041945236556600_29,30,113041945236556600_29,1,1,113041945236556600
113041945236556600_30,31,113041945236556600_30,1,1,113041945236556600
113041945236556600_31,32,113041945236556600_31,1,2,113041945236556600
113041946236556600_1,2,113041946236556600_1,2,1,113041946236556600
113041946236556600_2,3,113041946236556600_2,1,1,113041946236556600
113041946236556600_3,4,113041946236556600_3,1,1,113041946236556600
113042032236556600_1,2,113042032236556600_1,2,1,113042032236556600
113042032236556600_2,3,113042032236556600_2,1,1,113042032236556600
113042032236556600_3,4,113042032236556600_3,1,1,113042032236556600
113042032236556600_4,5,113042032236556600_4,1,1,113042032236556600
113042032236556600_5,6,113042032236556600_5,1,1,113042032236556600
113042032236556600_6,7,113042032236556600_6,1,1,113042032236556600
113042032236556600_7,8,113042032236556600_7,1,1,113042032236556600
113042032236556600_8,9,113042032236556600_8,1,1,113042032236556600
113042032236556600_9,10,113042032236556600_9,1,1,113042032236556600
113042032236556600_10,11,113042032236556600_10,1,1,113042032236556600
113042032236556600_11,12,113042032236556600_11,1,1,113042032236556600
113042032236556600_12,13,113042032236556600_12,1,1,113042032236556600
113042032236556600_13,14,113042032236556600_13,1,1,113042032236556600
113042032236556600_14,15,113042032236556600_14,1,1,113042032236556600
113042032236556600_15,16,113042032236556600_15,1,1,113042032236556600
113042032236556600_16,17,113042032236556600_16,1,1,113042032236556600
113042032236556600_17,18,113042032236556600_17,1,1,113042032236556600
113042072236556600_1,2,113042072236556600_1,2,1,113042072236556600
113042072236556600_2,3,113042072236556600_2,1,1,113042072236556600
113042072236556600_3,4,113042072236556600_3,1,1,113042072236556600
113042072236556600_4,5,113042072236556600_4,1,1,113042072236556600
113042072236556600_5,6,113042072236556600_5,1,1,113042072236556600
113042072236556600_6,7,113042072236556600_6,1,1,113042072236556600
113042072236556600_7,8,113042072236556600_7,1,1,113042072236556600
113042072236556600_8,9,113042072236556600_8,1,1,113042072236556600
113042072236556600_9,10,113042072236556600_9,1,1,113042072236556600
113042072236556600_10,11,113042072236556600_10,1,1,113042072236556600
113042072236556600_11,12,113042072236556600_11,1,1,113042072236556600
113042072236556600_12,13,113042072236556600_12,1,1,113042072236556600
113042072236556600_13,14,113042072236556600_13,1,1,113042072236556600
113042072236556600_14,15,113042072236556600_14,1,1,113042072236556600
113042072236556600_15,16,113042072236556600_15,1,1,113042072236556600
113042072236556600_16,17,113042072236556600_16,1,1,113042072236556600
113042072236556600_17,18,113042072236556600_17,1,1,113042072236556600
113042072236556600_18,19,113042072236556600_18,1,1,113042072236556600
113042072236556600_19,20,113042072236556600_19,1,1,113042072236556600
113042072236556600_20,21,113042072236556600_20,1,1,113042072236556600
113042072236556600_21,22,113042072236556600_21,1,1,113042072236556600
113042072236556600_22,23,113042072236556600_22,1,1,113042072236556600
113042072236556600_23,24,113042072236556600_23,1,1,113042072236556600
113042072236556600_24,25,113042072236556600_24,1,1,113042072236556600
113042072236556600_25,26,113042072236556600_25,1,1,113042072236556600
113042072236556600_26,27,113042072236556600_26,1,1,113042072236556600
113042072236556600_27,28,113042072236556600_27,1,1,113042072236556600
113044543236567500_1,2,113044543236567500_1,1,1,113044543236567500
113044543236567500_2,3,113044543236567500_2,1,1,113044543236567500
113044543236567500_3,4,113044543236567500_3,1,1,113044543236567500
113044543236567500_4,5,113044543236567500_4,1,1,113044543236567500
113044543236567500_5,6,113044543236567500_5,1,1,113044543236567500
113044543236567500_6,7,113044543236567500_6,1,1,113044543236567500
113044543236567500_7,8,113044543236567500_7,1,1,113044543236567500
113044543236567500_8,9,113044543236567500_8,1,1,113044543236567500
113044543236567500_9,10,113044543236567500_9,1,1,113044543236567500
113044543236567500_10,11,113044543236567500_10,1,1,113044543236567500
113044543236567500_11,12,113044543236567500_11,1,1,113044543236567500
113044543236567500_12,13,113044543236567500_12,1,1,113044543236567500
113044543236567500_13,14,113044543236567500_13,1,1,113044543236567500
113044543236567500_14,15,113044543236567500_14,1,1,113044543236567500
113044543236567500_15,16,113044543236567500_15,1,1,113044543236567500
113044543236567500_16,17,113044543236567500_16,1,1,113044543236567500
113044543236567500_17,18,113044543236567500_17,1,1,113044543236567500
113044543236567500_18,19,113044543236567500_18,1,1,113044543236567500
113044543236567500_19,20,113044543236567500_19,1,1,113044543236567500
113044543236567500_20,21,113044543236567500_20,1,1,113044543236567500
113044543236567500_21,22,113044543236567500_21,1,1,113044543236567500
113044543236567500_22,23,113044543236567500_22,1,1,113044543236567500
113044543236567500_23,24,113044543236567500_23,1,1,113044543236567500
113044543236567500_24,25,113044543236567500_24,1,1,113044543236567500
113044543236567500_25,26,113044543236567500_25,1,1,113044543236567500
113044543236567500_26,27,113044543236567500_26,1,1,113044543236567500
113044543236567500_27,28,113044543236567500_27,1,1,113044543236567500
113044543236567500_28,29,113044543236567500_28,1,1,113044543236567500
113044543236567500_29,30,113044543236567500_29,1,1,113044543236567500
113044543236567500_30,31,113044543236567500_30,1,1,113044543236567500
113044543236567500_31,32,113044543236567500_31,1,1,113044543236567500
113044543236567500_32,33,113044543236567500_32,1,1,113044543236567500
113044543236567500_33,34,113044543236567500_33,1,1,113044543236567500
113044543236567500_34,35,113044543236567500_34,1,2,113044543236567500
113075128236567500_1,2,113075128236567500_1,1,1,113075128236567500
113075128236567500_2,3,113075128236567500_2,1,1,113075128236567500
113075128236567500_3,4,113075128236567500_3,1,1,113075128236567500
113075128236567500_4,5,113075128236567500_4,1,1,113075128236567500
113075128236567500_5,6,113075128236567500_5,1,1,113075128236567500
113075128236567500_6,7,113075128236567500_6,1,1,113075128236567500
113075128236567500_7,8,113075128236567500_7,1,2,113075128236567500
113075545236556600_1,2,113075545236556600_1,2,1,113075545236556600
113075545236556600_2,3,113075545236556600_2,1,1,113075545236556600
113075545236556600_3,4,113075545236556600_3,1,1,113075545236556600
113075545236556600_4,5,113075545236556600_4,1,1,113075545236556600
113075545236556600_5,6,113075545236556600_5,1,1,113075545236556600
113075545236556600_6,7,113075545236556600_6,1,1,113075545236556600
113075545236556600_7,8,113075545236556600_7,1,1,113075545236556600
113075545236556600_8,9,113075545236556600_8,1,1,113075545236556600
113075545236556600_9,10,113075545236556600_9,1,1,113075545236556600
113075545236556600_10,11,113075545236556600_10,1,1,113075545236556600
113075545236556600_11,12,113075545236556600_11,1,1,113075545236556600
113075545236556600_12,13,113075545236556600_12,1,1,113075545236556600
113075545236556600_13,14,113075545236556600_13,1,1,113075545236556600
113075545236556600_14,15,113075545236556600_14,1,1,113075545236556600
113075545236556600_15,16,113075545236556600_15,1,1,113075545236556600
113075545236556600_16,17,113075545236556600_16,1,1,113075545236556600
113075545236556600_17,18,113075545236556600_17,1,1,113075545236556600
113747245239118003_1,2,113747245239118003_1,1,1,113747245239118003
113747245239118003_2,3,113747245239118003_2,1,1,113747245239118003
113747245239118003_3,4,113747245239118003_3,1,1,113747245239118003
113747245239118003_4,5,113747245239118003_4,1,1,113747245239118003
113747245239118003_5,6,113747245239118003_5,1,1,113747245239118003
113747245239118003_6,7,113747245239118003_6,1,1,113747245239118003
113747245239118003_7,8,113747245239118003_7,1,1,113747245239118003
113747245239118003_8,9,113747245239118003_8,1,1,113747245239118003
113747245239118003_9,10,113747245239118003_9,1,1,113747245239118003
113747245239118003_10,11,113747245239118003_10,1,1,113747245239118003
113747245239118003_11,12,113747245239118003_11,1,1,113747245239118003
113747245239118003_12,13,113747245239118003_12,1,1,113747245239118003
113747245239118003_13,14,113747245239118003_13,1,1,113747245239118003
113747245239118003_14,15,113747245239118003_14,1,1,113747245239118003
113747245239118003_15,16,113747245239118003_15,1,2,113747245239118003
114026943240360007_1,2,114026943240360007_1,1,1,114026943240360007
114026943240360007_2,3,114026943240360007_2,1,1,114026943240360007
114026943240360007_3,4,114026943240360007_3,1,1,114026943240360007
114026943240360007_4,5,114026943240360007_4,1,1,114026943240360007
114026943240360007_5,6,114026943240360007_5,1,1,114026943240360007
114026943240360007_6,7,114026943240360007_6,1,1,114026943240360007
114026943240360007_7,8,114026943240360007_7,1,1,114026943240360007
114026943240360007_8,9,114026943240360007_8,1,1,114026943240360007
114026943240360007_9,10,114026943240360007_9,1,1,114026943240360007
114026943240360007_10,11,114026943240360007_10,1,1,114026943240360007
114026943240360007_11,12,114026943240360007_11,1,1,114026943240360007
114026943240360007_12,13,114026943240360007_12,1,1,114026943240360007
114026943240360007_13,14,114026943240360007_13,1,1,114026943240360007
114026943240360007_14,15,114026943240360007_14,1,1,114026943240360007
114026943240360007_15,16,114026943240360007_15,1,1,114026943240360007
114026943240360007_16,17,114026943240360007_16,1,1,114026943240360007
114026943240360007_17,18,114026943240360007_17,1,1,114026943240360007
114026943240360007_18,19,114026943240360007_18,1,1,114026943240360007
114026943240360007_19,20,114026943240360007_19,1,1,114026943240360007
114026943240360007_20,21,114026943240360007_20,1,1,114026943240360007
114026943240360007_21,22,114026943240360007_21,1,1,114026943240360007
114026943240360007_22,23,114026943240360007_22,1,1,114026943240360007
114026943240360007_23,24,114026943240360007_23,1,1,114026943240360007
114026943240360007_24,25,114026943240360007_24,1,1,114026943240360007
114026943240360007_25,26,114026943240360007_25,1,1,114026943240360007
114026943240360007_26,27,114026943240360007_26,1,1,114026943240360007
114026943240360007_27,28,114026943240360007_27,1,1,114026943240360007
114026943240360007_28,29,114026943240360007_28,1,1,114026943240360007
114026943240360007_29,30,114026943240360007_29,1,1,114026943240360007
114026943240360007_30,31,114026943240360007_30,1,1,114026943240360007
114026943240360007_31,32,114026943240360007_31,1,1,114026943240360007
114026943240360007_32,33,114026943240360007_32,1,1,114026943240360007
114026943240360007_33,34,114026943240360007_33,1,1,114026943240360007
114026943240360007_34,35,114026943240360007_34,1,1,114026943240360007
114026943240360007_35,36,114026943240360007_35,1,1,114026943240360007
114026943240360007_36,37,114026943240360007_36,1,2,114026943240360007
114020774240318008_1,2,114020774240318008_1,2,1,114020774240318008
114020774240318008_2,3,114020774240318008_2,1,1,114020774240318008
114020774240318008_3,4,114020774240318008_3,1,1,114020774240318008
114020774240318008_4,5,114020774240318008_4,1,1,114020774240318008
114020774240318008_5,6,114020774240318008_5,1,1,114020774240318008
114020774240318008_6,7,114020774240318008_6,1,1,114020774240318008
114020774240318008_7,8,114020774240318008_7,1,1,114020774240318008
114020774240318008_8,9,114020774240318008_8,1,1,114020774240318008
114020774240318008_9,10,114020774240318008_9,1,1,114020774240318008
114020774240318008_10,11,114020774240318008_10,1,1,114020774240318008
114020774240318008_11,12,114020774240318008_11,1,1,114020774240318008
114020774240318008_12,13,114020774240318008_12,1,1,114020774240318008
114020774240318008_13,14,114020774240318008_13,1,1,114020774240318008
114020774240318008_14,15,114020774240318008_14,1,1,114020774240318008
114020774240318008_15,16,114020774240318008_15,1,1,114020774240318008
114020774240318008_16,17,114020774240318008_16,1,1,114020774240318008
114020774240318008_17,18,114020774240318008_17,1,1,114020774240318008
114020774240318008_18,19,114020774240318008_18,1,1,114020774240318008
114020774240318008_19,20,114020774240318008_19,1,1,114020774240318008
114020774240318008_20,21,114020774240318008_20,1,1,114020774240318008
114020774240318008_21,22,114020774240318008_21,1,1,114020774240318008
114020774240318008_22,23,114020774240318008_22,1,1,114020774240318008
114020774240318008_23,24,114020774240318008_23,1,1,114020774240318008
114020774240318008_24,25,114020774240318008_24,1,1,114020774240318008
114020774240318008_25,26,114020774240318008_25,1,1,114020774240318008
114020774240318008_26,27,114020774240318008_26,1,1,114020774240318008
114020774240318008_27,28,114020774240318008_27,1,1,114020774240318008
114020775240318008_1,2,114020775240318008_1,1,1,114020775240318008
114020775240318008_2,3,114020775240318008_2,1,1,114020775240318008
114020775240318008_3,4,114020775240318008_3,1,1,114020775240318008
114020775240318008_4,5,114020775240318008_4,1,1,114020775240318008
114020775240318008_5,6,114020775240318008_5,1,1,114020775240318008
114020775240318008_6,7,114020775240318008_6,1,1,114020775240318008
114020775240318008_7,8,114020775240318008_7,1,1,114020775240318008
114020775240318008_8,9,114020775240318008_8,1,1,114020775240318008
114020775240318008_9,10,114020775240318008_9,1,1,114020775240318008
114020775240318008_10,11,114020775240318008_10,1,1,114020775240318008
114020775240318008_11,12,114020775240318008_11,1,1,114020775240318008
114020775240318008_12,13,114020775240318008_12,1,1,114020775240318008
114020775240318008_13,14,114020775240318008_13,1,1,114020775240318008
114020775240318008_14,15,114020775240318008_14,1,1,114020775240318008
114020775240318008_15,16,114020775240318008_15,1,1,114020775240318008
114020775240318008_16,17,114020775240318008_16,1,1,114020775240318008
114020775240318008_17,18,114020775240318008_17,1,1,114020775240318008
114020775240318008_18,19,114020775240318008_18,1,1,114020775240318008
114020775240318008_19,20,114020775240318008_19,1,1,114020775240318008
114020775240318008_20,21,114020775240318008_20,1,1,114020775240318008
114020775240318008_21,22,114020775240318008_21,1,1,114020775240318008
114020775240318008_22,23,114020775240318008_22,1,1,114020775240318008
114020775240318008_23,24,114020775240318008_23,1,1,114020775240318008
114020775240318008_24,25,114020775240318008_24,1,1,114020775240318008
114020775240318008_25,26,114020775240318008_25,1,1,114020775240318008
114020775240318008_26,27,114020775240318008_26,1,1,114020775240318008
114020775240318008_27,28,114020775240318008_27,1,1,114020775240318008
114020810240318008_1,2,114020810240318008_1,1,1,114020810240318008
114020810240318008_2,3,114020810240318008_2,1,1,114020810240318008
114020810240318008_3,4,114020810240318008_3,1,1,114020810240318008
114020810240318008_4,5,114020810240318008_4,1,1,114020810240318008
114020810240318008_5,6,114020810240318008_5,1,1,114020810240318008
114020810240318008_6,7,114020810240318008_6,1,1,114020810240318008
114020810240318008_7,8,114020810240318008_7,1,1,114020810240318008
114020810240318008_8,9,114020810240318008_8,1,1,114020810240318008
114020810240318008_9,10,114020810240318008_9,1,1,114020810240318008
114020810240318008_10,11,114020810240318008_10,1,1,114020810240318008
114020810240318008_11,12,114020810240318008_11,1,1,114020810240318008
114020810240318008_12,13,114020810240318008_12,1,1,114020810240318008
114020810240318008_13,14,114020810240318008_13,1,1,114020810240318008
114020810240318008_14,15,114020810240318008_14,1,1,114020810240318008
114020810240318008_15,16,114020810240318008_15,1,1,114020810240318008
114020810240318008_16,17,114020810240318008_16,1,1,114020810240318008
114020810240318008_17,18,114020810240318008_17,1,1,114020810240318008
114020810240318008_18,19,114020810240318008_18,1,1,114020810240318008
114020810240318008_19,20,114020810240318008_19,1,1,114020810240318008
114020810240318008_20,21,114020810240318008_20,1,1,114020810240318008
114020810240318008_21,22,114020810240318008_21,1,1,114020810240318008
114020810240318008_22,23,114020810240318008_22,1,1,114020810240318008
114020810240318008_23,24,114020810240318008_23,1,1,114020810240318008
114020810240318008_24,25,114020810240318008_24,1,1,114020810240318008
114020810240318008_25,26,114020810240318008_25,1,1,114020810240318008
114020810240318008_26,27,114020810240318008_26,1,1,114020810240318008
114020810240318008_27,28,114020810240318008_27,1,2,114020810240318008
114021121240318008_1,2,114021121240318008_1,2,1,114021121240318008
114021121240318008_2,3,114021121240318008_2,1,1,114021121240318008
114021121240318008_3,4,114021121240318008_3,1,1,114021121240318008
114021121240318008_4,5,114021121240318008_4,1,1,114021121240318008
114021121240318008_5,6,114021121240318008_5,1,1,114021121240318008
114021121240318008_6,7,114021121240318008_6,1,1,114021121240318008
114021121240318008_7,8,114021121240318008_7,1,1,114021121240318008
114021121240318008_8,9,114021121240318008_8,1,1,114021121240318008
114021121240318008_9,10,114021121240318008_9,1,1,114021121240318008
114021121240318008_10,11,114021121240318008_10,1,1,114021121240318008
114021122240318008_1,2,114021122240318008_1,2,1,114021122240318008
114021122240318008_2,3,114021122240318008_2,1,1,114021122240318008
114021122240318008_3,4,114021122240318008_3,1,1,114021122240318008
114021122240318008_4,5,114021122240318008_4,1,1,114021122240318008
114021122240318008_5,6,114021122240318008_5,1,1,114021122240318008
114021122240318008_6,7,114021122240318008_6,1,1,114021122240318008
114021122240318008_7,8,114021122240318008_7,1,1,114021122240318008
114021122240318008_8,9,114021122240318008_8,1,1,114021122240318008
114021122240318008_9,10,114021122240318008_9,1,1,114021122240318008
114021122240318008_10,11,114021122240318008_10,1,1,114021122240318008
114021122240318008_11,12,114021122240318008_11,1,1,114021122240318008
114021122240318008_12,13,114021122240318008_12,1,1,114021122240318008
114021122240318008_13,14,114021122240318008_13,1,1,114021122240318008
114021122240318008_14,15,114021122240318008_14,1,1,114021122240318008
114021122240318008_15,16,114021122240318008_15,1,1,114021122240318008
114021122240318008_16,17,114021122240318008_16,1,1,114021122240318008
114021122240318008_17,18,114021122240318008_17,1,1,114021122240318008
114021122240318008_18,19,114021122240318008_18,1,1,114021122240318008
114021122240318008_19,20,114021122240318008_19,1,1,114021122240318008
