id, location_val
113914249239908602_4,798870.0241122966 7085801.261535567
113914249239908602_5,798598.917851611 7085367.684000168
113914249239908602_6,798701.5716709513 7085109.854375999
113985286240168505_1,799491.1761165397 7087549.84890976
113985286240168505_2,799179.6252472289 7087022.304206539
113985286240168505_3,798950.5873697648 7086588.446767367
113985286240168505_4,798870.0241122966 7085801.261535567
113985286240168505_5,798598.917851611 7085367.684000168
113478774238199501_1,797672.4241578497 7085454.930330599
113478774238199501_2,798154.1073780502 7085301.856198118
113478774238199501_3,798562.7797176873 7085196.695928098
113478774238199501_4,798590.3606329072 7085400.643519133
113478774238199501_5,798872.2464610226 7085787.3652944565
113478774238199501_6,798927.3655663929 7086485.8009059625
113478774238199501_7,799209.9927360943 7087063.984069218
113478774238199501_8,799614.3659925079 7087615.153977936
113478774238199501_9,800231.1854225609 7087702.927732733
113478774238199501_10,800923.6486977793 7087823.1348928735
113478774238199501_11,801157.6704467557 7087967.524154048
113478779238199501_1,799614.3659925079 7087615.153977936
113478779238199501_2,800231.1854225609 7087702.927732733
113478779238199501_3,800923.6486977793 7087823.1348928735
113478779238199501_4,801157.6704467557 7087967.524154048
113478999238199501_1,797305.4731599604 7085605.589754408
113478999238199501_2,797672.4241578497 7085454.930330599
113478999238199501_3,798154.1073780502 7085301.856198118
113478999238199501_4,798562.7797176873 7085196.695928098
113478999238199501_5,798590.3606329072 7085400.643519133
113478999238199501_6,798872.2464610226 7085787.3652944565
113478999238199501_7,798927.3655663929 7086485.8009059625
113478999238199501_8,799209.9927360943 7087063.984069218
113478999238199501_9,799614.3659925079 7087615.153977936
113478999238199501_10,800231.1854225609 7087702.927732733
113478999238199501_11,800923.6486977793 7087823.1348928735
113478999238199501_12,801157.6704467557 7087967.524154048
113479006238199501_1,797672.4241578497 7085454.930330599
113479006238199501_2,798154.1073780502 7085301.856198118
113479006238199501_3,798562.7797176873 7085196.695928098
113479006238199501_4,798590.3606329072 7085400.643519133
113479006238199501_5,798872.2464610226 7085787.3652944565
113479006238199501_6,798927.3655663929 7086485.8009059625
113479006238199501_7,799209.9927360943 7087063.984069218
113479006238199501_8,799495.2671841901 7087545.908426468
113575019238581002_1,799614.3659925079 7087615.153977936
113575019238581002_2,800231.1854225609 7087702.927732733
113575019238581002_3,800923.6486977793 7087823.1348928735
113575019238581002_4,801157.1728267508 7087967.738092238
113575045238581002_1,799614.3659925079 7087615.153977936
113575045238581002_2,800231.1854225609 7087702.927732733
113575045238581002_3,800923.6486977793 7087823.1348928735
113575045238581002_4,801157.6704467557 7087967.524154048
113914199239908602_1,798590.3606329072 7085400.643519133
113914199239908602_2,798872.2464610226 7085787.3652944565
113914199239908602_3,798927.3655663929 7086485.8009059625
113914199239908602_4,799209.9927360943 7087063.984069218
113914199239908602_5,799495.2671841901 7087545.908426468
114081405240591005_1,798562.7797176873 7085196.695928098
114081405240591005_2,798590.3606329072 7085400.643519133
114081405240591005_3,798872.2464610226 7085787.3652944565
114081405240591005_4,798927.3655663929 7086485.8009059625
114081405240591005_5,799209.9927360943 7087063.984069218
114081405240591005_6,799495.2671841901 7087545.908426468
113344596237549601_1,795778.6564810651 7084104.205602377
113344596237549601_2,796068.1674970045 7084280.649570359
113344596237549601_3,796232.5308317915 7084338.558450816
113344596237549601_4,796525.5397308571 7084433.8167031715
113344596237549601_5,796663.9794279095 7084484.377553903
113344596237549601_6,796973.3557559435 7084558.8735172935
113344596237549601_7,797183.1345577933 7084484.267948342
113344596237549601_8,797624.867677283 7084178.166868825
113344596237549601_9,797847.8692829169 7084067.36326558
113344596237549601_10,798179.6984399243 7084286.132882165
113344596237549601_11,798346.742259291 7084303.014464957
113344596237549601_12,798511.9820943767 7084601.476074299
113344596237549601_13,798572.0466846614 7084720.822686036
113344596237549601_14,798626.8947607221 7085058.92117486
113344597237549601_1,795778.6564810651 7084104.205602377
113344597237549601_2,796068.1674970045 7084280.649570359
113344597237549601_3,796232.5308317915 7084338.558450816
113344597237549601_4,796525.5397308571 7084433.8167031715
113344597237549601_5,796663.9794279095 7084484.377553903
113344597237549601_6,796973.3557559435 7084558.8735172935
113344597237549601_7,797183.1345577933 7084484.267948342
113344597237549601_8,797624.867677283 7084178.166868825
113344597237549601_9,797847.8692829169 7084067.36326558
113344597237549601_10,798179.6984399243 7084286.132882165
113344597237549601_11,798346.742259291 7084303.014464957
113344597237549601_12,798511.9820943767 7084601.476074299
113344597237549601_13,798572.0466846614 7084720.822686036
113344597237549601_14,798626.8947607221 7085058.92117486
113344597237549601_15,798662.3781211121 7085466.022478189
113344597237549601_16,798859.891074675 7085632.738718517
113344597237549601_17,799129.5332525657 7085805.762658711
113344597237549601_18,799417.3958583006 7085965.078311549
113344597237549601_19,799742.5743181298 7086171.232973274
113344597237549601_20,800075.2989187844 7086227.036138546
113344602237549601_1,795778.6564810651 7084104.205602377
113344602237549601_2,796068.1674970045 7084280.649570359
113344602237549601_3,796232.5308317915 7084338.558450816
113344602237549601_4,796525.5397308571 7084433.8167031715
113344602237549601_5,796663.9794279095 7084484.377553903
113344602237549601_6,796973.3557559435 7084558.8735172935
113344602237549601_7,797183.1345577933 7084484.267948342
113344602237549601_8,797624.867677283 7084178.166868825
113344602237549601_9,797847.8692829169 7084067.36326558
113344602237549601_10,798179.6984399243 7084286.132882165
113344602237549601_11,798346.742259291 7084303.014464957
113344602237549601_12,798511.9820943767 7084601.476074299
113344602237549601_13,798572.0466846614 7084720.822686036
113344602237549601_14,798626.8947607221 7085058.92117486
113344602237549601_15,798662.3781211121 7085466.022478189
113344602237549601_16,798859.891074675 7085632.738718517
113344602237549601_17,799129.5332525657 7085805.762658711
113344602237549601_18,799417.3958583006 7085965.078311549
113344602237549601_19,799742.5743181298 7086171.232973274
113344602237549601_20,800075.2989187844 7086227.036138546
113344602237549601_21,800310.544292122 7086359.36650153
113344602237549601_22,800039.202985403 7086229.397791874
113344599237549601_1,800039.202985403 7086229.397791874
113344599237549601_2,799687.6331387364 7086158.208780222
113344599237549601_3,799407.1471019869 7085977.939241388
113344599237549601_4,799092.5356727905 7085799.1955739
113344599237549601_5,798846.7515869276 7085641.53583218
113344599237549601_6,798599.8876975813 7085368.7045304505
113344599237549601_7,798620.2890070933 7085057.354927759
113344599237549601_8,798496.5373011974 7084740.55755342
113344599237549601_9,798436.994253785 7084415.868542303
113344599237549601_10,798162.2172610997 7084308.90182434
113344599237549601_11,797900.1881833528 7084279.207584715
113344599237549601_12,797641.583957538 7084339.886805748
113344599237549601_13,797461.98501777 7084350.788901645
113344599237549601_14,797172.9584140597 7084493.120562567
113344599237549601_15,796954.1842034797 7084565.563265929
113344599237549601_16,796640.8722912903 7084547.075944617
113344599237549601_17,796514.5179921644 7084353.023845702
113344599237549601_18,796216.6218572448 7084311.639388941
113344599237549601_19,796052.3413465648 7084269.339954848
113344599237549601_20,795924.6887293854 7084177.843446309
113349161237549601_1,798599.8876975813 7085368.7045304505
113349161237549601_2,798620.2890070933 7085057.354927759
113349161237549601_3,798496.5373011974 7084740.55755342
113349161237549601_4,798436.994253785 7084415.868542303
113349161237549601_5,798162.2172610997 7084308.90182434
113349161237549601_6,797900.1881833528 7084279.207584715
113349161237549601_7,797641.583957538 7084339.886805748
113349161237549601_8,797461.98501777 7084350.788901645
113349161237549601_9,797172.9584140597 7084493.120562567
113349161237549601_10,796954.1842034797 7084565.563265929
113349161237549601_11,796640.8722912903 7084547.075944617
113349161237549601_12,796514.5179921644 7084353.023845702
113349161237549601_13,796216.6218572448 7084311.639388941
113349161237549601_14,796052.3413465648 7084269.339954848
113349161237549601_15,795924.6887293854 7084177.843446309
113334317237510601_1,796248.8739219593 7083371.960308377
113334317237510601_2,796482.6170944874 7083497.071101235
113334317237510601_3,796642.4241773618 7083448.447662859
113334317237510601_4,796946.6157982978 7083442.918121774
113334317237510601_5,796989.2659638957 7083584.015372561
113334317237510601_6,797269.6937673156 7083592.917022701
113334317237510601_7,797266.4929749431 7083893.5276021045
113334317237510601_8,797245.4166105295 7084114.3404170135
113334317237510601_9,797624.867677283 7084178.166868825
113334317237510601_10,797772.6344092628 7084525.574743057
113334317237510601_11,797917.6558351069 7084839.383650749
113334317237510601_12,797963.5617320086 7085018.007521038
113334317237510601_13,798081.2350236699 7085400.797229206
113334317237510601_14,798201.869537552 7085782.752057066
113334317237510601_15,798232.9885291253 7085954.653913436
113334317237510601_16,798344.8971483905 7086206.13400878
113334317237510601_17,798651.989137278 7086586.270899301
113334317237510601_18,798750.04536305 7086944.7671711575
113334317237510601_19,798982.7025323663 7087341.66883255
113334317237510601_20,798887.8849509588 7087596.5183565235
113334317237510601_21,798999.8144101267 7087859.056171132
113334317237510601_22,798993.2185104203 7088063.409621438
113334317237510601_23,799225.143399871 7088216.710860826
113334317237510601_24,799439.0941352561 7087839.569520268
113334325237510601_1,796248.8739219593 7083371.960308377
113334325237510601_2,796482.6170944874 7083497.071101235
113334325237510601_3,796642.4241773618 7083448.447662859
113334325237510601_4,796946.6157982978 7083442.918121774
113334325237510601_5,796989.2659638957 7083584.015372561
113334325237510601_6,797269.6937673156 7083592.917022701
113334325237510601_7,797266.4929749431 7083893.5276021045
113334325237510601_8,797245.4166105295 7084114.3404170135
113334325237510601_9,797624.867677283 7084178.166868825
113334325237510601_10,797772.6344092628 7084525.574743057
113334325237510601_11,797917.6558351069 7084839.383650749
113334325237510601_12,797963.5617320086 7085018.007521038
113334325237510601_13,798081.2350236699 7085400.797229206
113334325237510601_14,798201.869537552 7085782.752057066
113334325237510601_15,798232.9885291253 7085954.653913436
113334325237510601_16,798344.8971483905 7086206.13400878
113334325237510601_17,798651.989137278 7086586.270899301
113334325237510601_18,798750.04536305 7086944.7671711575
113334325237510601_19,798982.7025323663 7087341.66883255
113334325237510601_20,798887.8849509588 7087596.5183565235
113334325237510601_21,798999.8144101267 7087859.056171132
113334325237510601_22,798993.2185104203 7088063.409621438
113334325237510601_23,799225.143399871 7088216.710860826
113334325237510601_24,799439.0941352561 7087839.569520268
113334320237510601_1,799430.9125024418 7087847.45060551
113334320237510601_2,799219.2118141239 7088260.643482638
113334320237510601_3,798992.2619437604 7088057.706669211
113334320237510601_4,798987.1799711337 7087835.753358803
113334320237510601_5,798864.5266813738 7087640.810398652
113334320237510601_6,798948.065859631 7087313.961662117
113334320237510601_7,798739.8998829565 7087007.6890945
113334320237510601_8,798739.8231291746 7086781.257237097
113334320237510601_9,798352.6012749033 7086225.334162013
113334320237510601_10,798230.1336043861 7085888.49265207
113334320237510601_11,798166.4618603745 7085685.916167648
113334320237510601_12,798072.4881455079 7085384.58943163
113334320237510601_13,797945.3075613517 7084972.535524741
113334320237510601_14,797880.2639806352 7084798.592412473
113334320237510601_15,797641.583957538 7084339.886805748
113334320237510601_16,797210.0107812091 7084036.019382186
113334320237510601_17,797249.214383133 7083872.490336626
113334320237510601_18,797102.5421911477 7083823.890215293
113334320237510601_19,797015.3962785255 7083692.718876067
113334320237510601_20,796926.1248857412 7083407.55655064
113334320237510601_21,796634.2896593646 7083457.559521846
113334320237510601_22,796426.0653228849 7083522.178776287
113334320237510601_23,796199.8192080007 7083334.881924036
113334331237510601_1,799430.9125024418 7087847.45060551
113334331237510601_2,799219.2118141239 7088260.643482638
113334331237510601_3,798992.2619437604 7088057.706669211
113334331237510601_4,798987.1799711337 7087835.753358803
113334331237510601_5,798864.5266813738 7087640.810398652
113334331237510601_6,798948.065859631 7087313.961662117
113334331237510601_7,798739.8998829565 7087007.6890945
113334331237510601_8,798739.8231291746 7086781.257237097
113334331237510601_9,798352.6012749033 7086225.334162013
113334331237510601_10,798230.1336043861 7085888.49265207
113334331237510601_11,798166.4618603745 7085685.916167648
113334331237510601_12,798072.4881455079 7085384.58943163
113334331237510601_13,797945.3075613517 7084972.535524741
113334331237510601_14,797880.2639806352 7084798.592412473
113334331237510601_15,797641.583957538 7084339.886805748
113334331237510601_16,797210.0107812091 7084036.019382186
113334331237510601_17,797249.214383133 7083872.490336626
113334331237510601_18,797102.5421911477 7083823.890215293
113334331237510601_19,797015.3962785255 7083692.718876067
113334331237510601_20,796926.1248857412 7083407.55655064
113334331237510601_21,796634.2896593646 7083457.559521846
113334331237510601_22,796426.0653228849 7083522.178776287
113334331237510601_23,796199.8192080007 7083334.881924036
113679175238880002_1,795778.6564810651 7084104.205602377
113679175238880002_2,796068.1674970045 7084280.649570359
113679175238880002_3,796232.5308317915 7084338.558450816
113679175238880002_4,796525.5397308571 7084433.8167031715
113679175238880002_5,796601.6370662657 7084587.532654867
113679175238880002_6,796613.2282425798 7084867.333356351
113679175238880002_7,796383.9222589042 7084970.6082186075
113679175238880002_8,796457.5445038485 7085234.426563291
113679175238880002_9,796536.5281331358 7085489.75558861
113679175238880002_10,796597.5170527536 7085687.805985882
113679175238880002_11,796779.712093383 7086215.17163047
113679175238880002_12,797021.9777269061 7086438.790734893
113679175238880002_13,797318.6548559349 7086494.693289463
113679175238880002_14,797393.9462788766 7086259.882244275
113679175238880002_15,797386.5815109505 7085987.05979218
113679175238880002_16,797271.9381982026 7085679.36435494
113679175238880002_17,797624.2443054284 7085458.099153053
113679175238880002_18,798081.2350236699 7085400.797229206
113679175238880002_19,798201.869537552 7085782.752057066
113679175238880002_20,798232.9885291253 7085954.653913436
113679175238880002_21,798344.8971483905 7086206.13400878
113679175238880002_22,798651.989137278 7086586.270899301
113679175238880002_23,798750.04536305 7086944.7671711575
113679175238880002_24,799013.7846314759 7087049.566078699
113679175238880002_25,799270.8187300403 7087138.204013016
113679175238880002_26,799449.6299960702 7087462.926189415
113679175238880002_27,799417.7205243439 7087800.166731045
113679175238880002_28,799432.9075753912 7088430.7986153625
113679175238880002_29,799878.1247932725 7089052.85773532
113679175238880002_30,799971.969120459 7089305.0630065035
113679175238880002_31,800183.0416145585 7089793.735882563
113679175238880002_32,800294.0263646559 7090349.184370123
113679175238880002_33,800979.696550721 7091656.702177861
113679194238880002_1,795778.6564810651 7084104.205602377
113679194238880002_2,796068.1674970045 7084280.649570359
113679194238880002_3,796232.5308317915 7084338.558450816
113679194238880002_4,796525.5397308571 7084433.8167031715
113679194238880002_5,796601.6370662657 7084587.532654867
113679194238880002_6,796613.2282425798 7084867.333356351
113679194238880002_7,796383.9222589042 7084970.6082186075
113679194238880002_8,796457.5445038485 7085234.426563291
113679194238880002_9,796536.5281331358 7085489.75558861
113679194238880002_10,796597.5170527536 7085687.805985882
113679194238880002_11,796779.712093383 7086215.17163047
113679194238880002_12,797021.9777269061 7086438.790734893
113679194238880002_13,797318.6548559349 7086494.693289463
113679194238880002_14,797393.9462788766 7086259.882244275
113679194238880002_15,797386.5815109505 7085987.05979218
113679194238880002_16,797271.9381982026 7085679.36435494
113679194238880002_17,797624.2443054284 7085458.099153053
113679194238880002_18,798081.2350236699 7085400.797229206
113679194238880002_19,798201.869537552 7085782.752057066
113679194238880002_20,798232.9885291253 7085954.653913436
113679194238880002_21,798344.8971483905 7086206.13400878
113679194238880002_22,798651.989137278 7086586.270899301
113679194238880002_23,798750.04536305 7086944.7671711575
113679194238880002_24,799013.7846314759 7087049.566078699
113679194238880002_25,799270.8187300403 7087138.204013016
113679194238880002_26,799449.6299960702 7087462.926189415
113679194238880002_27,799417.7205243439 7087800.166731045
113679194238880002_28,799432.9075753912 7088430.7986153625
113679194238880002_29,799878.1247932725 7089052.85773532
113679194238880002_30,799971.969120459 7089305.0630065035
113679194238880002_31,800183.0416145585 7089793.735882563
113679194238880002_32,800294.0263646559 7090349.184370123
113679194238880002_33,800979.696550721 7091656.702177861
113679208238880002_1,799432.9075753912 7088430.7986153625
113679208238880002_2,799878.1247932725 7089052.85773532
113679208238880002_3,799971.969120459 7089305.0630065035
113679208238880002_4,800183.0416145585 7089793.735882563
113679208238880002_5,800294.0263646559 7090349.184370123
113679208238880002_6,800979.696550721 7091656.702177861
113679551238880002_1,795778.6564810651 7084104.205602377
113679551238880002_2,796068.1674970045 7084280.649570359
113679551238880002_3,796232.5308317915 7084338.558450816
113679551238880002_4,796525.5397308571 7084433.8167031715
113679551238880002_5,796601.6370662657 7084587.532654867
113679551238880002_6,796613.2282425798 7084867.333356351
113679551238880002_7,796383.9222589042 7084970.6082186075
113679551238880002_8,796457.5445038485 7085234.426563291
113679551238880002_9,796536.5281331358 7085489.75558861
113679551238880002_10,796597.5170527536 7085687.805985882
113679551238880002_11,796779.712093383 7086215.17163047
113679551238880002_12,797021.9777269061 7086438.790734893
113679551238880002_13,797318.6548559349 7086494.693289463
113679551238880002_14,797393.9462788766 7086259.882244275
113679551238880002_15,797386.5815109505 7085987.05979218
113679551238880002_16,797271.9381982026 7085679.36435494
113679551238880002_17,797624.2443054284 7085458.099153053
113679551238880002_18,798081.2350236699 7085400.797229206
113679551238880002_19,798201.869537552 7085782.752057066
113679551238880002_20,798232.9885291253 7085954.653913436
113679551238880002_21,798344.8971483905 7086206.13400878
113679551238880002_22,798651.989137278 7086586.270899301
113679551238880002_23,798750.04536305 7086944.7671711575
113679551238880002_24,799013.7846314759 7087049.566078699
113679551238880002_25,799270.8187300403 7087138.204013016
113679551238880002_26,799449.6299960702 7087462.926189415
113679551238880002_27,799417.7205243439 7087800.166731045
114069272240544003_1,795778.6564810651 7084104.205602377
114069272240544003_2,796068.1674970045 7084280.649570359
114069272240544003_3,796232.5308317915 7084338.558450816
114069272240544003_4,796525.5397308571 7084433.8167031715
114069272240544003_5,796601.6370662657 7084587.532654867
114069272240544003_6,796613.2282425798 7084867.333356351
114069272240544003_7,796383.9222589042 7084970.6082186075
114069272240544003_8,796457.5445038485 7085234.426563291
114069272240544003_9,796536.5281331358 7085489.75558861
114069272240544003_10,796597.5170527536 7085687.805985882
114069272240544003_11,796779.712093383 7086215.17163047
114069272240544003_12,797021.9777269061 7086438.790734893
114069272240544003_13,797318.6548559349 7086494.693289463
114069272240544003_14,797393.9462788766 7086259.882244275
114069272240544003_15,797386.5815109505 7085987.05979218
114069272240544003_16,797271.9381982026 7085679.36435494
114069272240544003_17,797237.9470051171 7084906.1852522185
114069272240544003_18,797418.1267931606 7085034.529522357
114069272240544003_19,797596.4521270004 7085034.640860596
114069272240544003_20,797624.2443054284 7085458.099153053
114069272240544003_21,798081.2350236699 7085400.797229206
114069272240544003_22,798201.869537552 7085782.752057066
114069272240544003_23,798232.9885291253 7085954.653913436
114069272240544003_24,798344.8971483905 7086206.13400878
114069272240544003_25,798651.989137278 7086586.270899301
114069272240544003_26,798750.04536305 7086944.7671711575
114069272240544003_27,799013.7846314759 7087049.566078699
114069272240544003_28,799270.8187300403 7087138.204013016
114069272240544003_29,799449.6299960702 7087462.926189415
114069272240544003_30,799417.7205243439 7087800.166731045
114069272240544003_31,799432.9075753912 7088430.7986153625
114069272240544003_32,799878.1247932725 7089052.85773532
114069272240544003_33,799971.969120459 7089305.0630065035
114069272240544003_34,800183.0416145585 7089793.735882563
114069272240544003_35,800294.0263646559 7090349.184370123
114069272240544003_36,800979.696550721 7091656.702177861
114069291240544003_1,795778.6564810651 7084104.205602377
114069291240544003_2,796068.1674970045 7084280.649570359
114069291240544003_3,796232.5308317915 7084338.558450816
114069291240544003_4,796525.5397308571 7084433.8167031715
114069291240544003_5,796601.6370662657 7084587.532654867
114069291240544003_6,796613.2282425798 7084867.333356351
114069291240544003_7,796383.9222589042 7084970.6082186075
114069291240544003_8,796457.5445038485 7085234.426563291
114069291240544003_9,796536.5281331358 7085489.75558861
114069291240544003_10,796597.5170527536 7085687.805985882
114069291240544003_11,796779.712093383 7086215.17163047
114069291240544003_12,797021.9777269061 7086438.790734893
114069291240544003_13,797318.6548559349 7086494.693289463
114069291240544003_14,797393.9462788766 7086259.882244275
114069291240544003_15,797386.5815109505 7085987.05979218
114069291240544003_16,797271.9381982026 7085679.36435494
114069291240544003_17,797237.9470051171 7084906.1852522185
114069291240544003_18,797418.1267931606 7085034.529522357
114069291240544003_19,797596.4521270004 7085034.640860596
114069291240544003_20,797624.2443054284 7085458.099153053
114069291240544003_21,798081.2350236699 7085400.797229206
114069291240544003_22,798201.869537552 7085782.752057066
114069291240544003_23,798232.9885291253 7085954.653913436
114069291240544003_24,798344.8971483905 7086206.13400878
114069291240544003_25,798651.989137278 7086586.270899301
114069291240544003_26,798750.04536305 7086944.7671711575
114069291240544003_27,799013.7846314759 7087049.566078699
114069291240544003_28,799270.8187300403 7087138.204013016
114069291240544003_29,799449.6299960702 7087462.926189415
114069291240544003_30,799417.7205243439 7087800.166731045
114069291240544003_31,799432.9075753912 7088430.7986153625
114069291240544003_32,799878.1247932725 7089052.85773532
114069291240544003_33,799971.969120459 7089305.0630065035
114069291240544003_34,800183.0416145585 7089793.735882563
114069291240544003_35,800294.0263646559 7090349.184370123
114069291240544003_36,800979.696550721 7091656.702177861
114069520240544003_1,795778.6564810651 7084104.205602377
114069520240544003_2,796068.1674970045 7084280.649570359
114069520240544003_3,796232.5308317915 7084338.558450816
114069520240544003_4,796525.5397308571 7084433.8167031715
114069520240544003_5,796601.6370662657 7084587.532654867
114069520240544003_6,796613.2282425798 7084867.333356351
114069520240544003_7,796383.9222589042 7084970.6082186075
114069520240544003_8,796457.5445038485 7085234.426563291
114069520240544003_9,796536.5281331358 7085489.75558861
114069520240544003_10,796597.5170527536 7085687.805985882
114069520240544003_11,796779.712093383 7086215.17163047
114069520240544003_12,797021.9777269061 7086438.790734893
114069520240544003_13,797318.6548559349 7086494.693289463
114069520240544003_14,797393.9462788766 7086259.882244275
114069520240544003_15,797386.5815109505 7085987.05979218
114069520240544003_16,797271.9381982026 7085679.36435494
114069520240544003_17,797237.9470051171 7084906.1852522185
114069520240544003_18,797418.1267931606 7085034.529522357
114069520240544003_19,797596.4521270004 7085034.640860596
114069520240544003_20,797624.2443054284 7085458.099153053
114069520240544003_21,798081.2350236699 7085400.797229206
114069520240544003_22,798201.869537552 7085782.752057066
114069520240544003_23,798232.9885291253 7085954.653913436
114069520240544003_24,798344.8971483905 7086206.13400878
114069520240544003_25,798651.989137278 7086586.270899301
114069520240544003_26,798750.04536305 7086944.7671711575
114069520240544003_27,799013.7846314759 7087049.566078699
114069520240544003_28,799270.8187300403 7087138.204013016
114069520240544003_29,799449.6299960702 7087462.926189415
114069520240544003_30,799417.7205243439 7087800.166731045
113679173238880002_1,800979.696550721 7091656.702177861
113679173238880002_2,800900.445630348 7091137.147304233
113679173238880002_3,801428.5126509656 7091376.761841605
113679173238880002_4,801461.2969790509 7091511.711308524
113679173238880002_5,801161.9683546808 7091664.807503503
113679173238880002_6,800467.0034599154 7090605.059849183
113679173238880002_7,800255.6730714666 7090345.260020922
113679173238880002_8,800196.6351094765 7089818.062900575
113679173238880002_9,800208.5371335221 7089419.358998527
113679173238880002_10,799962.4760727802 7089334.995193987
113679173238880002_11,799753.4573229951 7089091.650946623
113679173238880002_12,799440.004708866 7088613.88042196
113679173238880002_13,799225.143399871 7088216.710860826
113679173238880002_14,799439.0941352561 7087839.569520268
113679188238880002_1,800979.696550721 7091656.702177861
113679188238880002_2,800900.445630348 7091137.147304233
113679188238880002_3,801428.5126509656 7091376.761841605
113679188238880002_4,801461.2969790509 7091511.711308524
113679188238880002_5,801161.9683546808 7091664.807503503
113679188238880002_6,800467.0034599154 7090605.059849183
113679188238880002_7,800255.6730714666 7090345.260020922
113679188238880002_8,800196.6351094765 7089818.062900575
113679188238880002_9,800208.5371335221 7089419.358998527
113679188238880002_10,799962.4760727802 7089334.995193987
113679188238880002_11,799753.4573229951 7089091.650946623
113679188238880002_12,799440.004708866 7088613.88042196
113679188238880002_13,799225.143399871 7088216.710860826
113679188238880002_14,799429.293625151 7087768.264611806
113679188238880002_15,799468.2598034173 7087545.425899559
113679188238880002_16,799342.1509340508 7087358.884412362
113679188238880002_17,799159.3112177484 7087037.996646231
113679188238880002_18,799010.4501710498 7087070.466448374
113679188238880002_19,798774.353514706 7086986.225617928
113679188238880002_20,798739.8231291746 7086781.257237097
113679188238880002_21,798352.6012749033 7086225.334162013
113679188238880002_22,798230.1336043861 7085888.49265207
113679188238880002_23,798166.4618603745 7085685.916167648
113679188238880002_24,798072.4881455079 7085384.58943163
113679188238880002_25,797681.1941412464 7085526.211334336
113679188238880002_26,797292.6098048113 7085643.158381359
113679188238880002_27,797414.4614939715 7085998.584402592
113679188238880002_28,797422.2727794313 7086217.567149082
113679188238880002_29,797341.1087403009 7086517.828881531
113679188238880002_30,796989.318699778 7086414.140915476
113679188238880002_31,796764.6663741332 7086191.832706411
113679188238880002_32,796595.7400126935 7085704.832316609
113679188238880002_33,796518.404683776 7085480.968712816
113679188238880002_34,796443.506123244 7085234.183490155
113679188238880002_35,796361.5662018469 7084990.176992999
113679188238880002_36,796259.7694639857 7084620.634147142
113679188238880002_37,796052.3413465648 7084269.339954848
113679188238880002_38,795924.6887293854 7084177.843446309
113679209238880002_1,800979.696550721 7091656.702177861
113679209238880002_2,800900.445630348 7091137.147304233
113679209238880002_3,801428.5126509656 7091376.761841605
113679209238880002_4,801461.2969790509 7091511.711308524
113679209238880002_5,801161.9683546808 7091664.807503503
113679209238880002_6,800467.0034599154 7090605.059849183
113679209238880002_7,800255.6730714666 7090345.260020922
113679209238880002_8,800196.6351094765 7089818.062900575
113679209238880002_9,800208.5371335221 7089419.358998527
113679209238880002_10,799962.4760727802 7089334.995193987
113679209238880002_11,799753.4573229951 7089091.650946623
113679209238880002_12,799440.004708866 7088613.88042196
113679209238880002_13,799225.143399871 7088216.710860826
113679209238880002_14,799429.293625151 7087768.264611806
113679209238880002_15,799468.2598034173 7087545.425899559
113679209238880002_16,799342.1509340508 7087358.884412362
113679209238880002_17,799159.3112177484 7087037.996646231
113679209238880002_18,799010.4501710498 7087070.466448374
113679209238880002_19,798774.353514706 7086986.225617928
113679209238880002_20,798739.8231291746 7086781.257237097
113679209238880002_21,798352.6012749033 7086225.334162013
113679209238880002_22,798230.1336043861 7085888.49265207
113679209238880002_23,798166.4618603745 7085685.916167648
113679209238880002_24,798072.4881455079 7085384.58943163
113679209238880002_25,797681.1941412464 7085526.211334336
113679209238880002_26,797292.6098048113 7085643.158381359
113679209238880002_27,797414.4614939715 7085998.584402592
113679209238880002_28,797422.2727794313 7086217.567149082
113679209238880002_29,797341.1087403009 7086517.828881531
113679209238880002_30,796989.318699778 7086414.140915476
113679209238880002_31,796764.6663741332 7086191.832706411
113679209238880002_32,796595.7400126935 7085704.832316609
113679209238880002_33,796518.404683776 7085480.968712816
113679209238880002_34,796443.506123244 7085234.183490155
113679209238880002_35,796361.5662018469 7084990.176992999
113679209238880002_36,796259.7694639857 7084620.634147142
113679209238880002_37,796052.3413465648 7084269.339954848
113679209238880002_38,795924.6887293854 7084177.843446309
113679214238880002_1,799429.293625151 7087768.264611806
113679214238880002_2,799468.2598034173 7087545.425899559
113679214238880002_3,799342.1509340508 7087358.884412362
113679214238880002_4,799159.3112177484 7087037.996646231
113679214238880002_5,799010.4501710498 7087070.466448374
113679214238880002_6,798774.353514706 7086986.225617928
113679214238880002_7,798739.8231291746 7086781.257237097
113679214238880002_8,798352.6012749033 7086225.334162013
113679214238880002_9,798230.1336043861 7085888.49265207
113679214238880002_10,798166.4618603745 7085685.916167648
113679214238880002_11,798072.4881455079 7085384.58943163
113679214238880002_12,797681.1941412464 7085526.211334336
113679214238880002_13,797292.6098048113 7085643.158381359
113679214238880002_14,797414.4614939715 7085998.584402592
113679214238880002_15,797422.2727794313 7086217.567149082
113679214238880002_16,797341.1087403009 7086517.828881531
113679214238880002_17,796989.318699778 7086414.140915476
113679214238880002_18,796764.6663741332 7086191.832706411
113679214238880002_19,796595.7400126935 7085704.832316609
113679214238880002_20,796518.404683776 7085480.968712816
113679214238880002_21,796443.506123244 7085234.183490155
113679214238880002_22,796361.5662018469 7084990.176992999
113679214238880002_23,796259.7694639857 7084620.634147142
